Freq,Mag
0.0,0.009367426953370001
0.0390625,0.008530561745763974
0.078125,0.006918338436743122
0.1171875,0.006971085151351852
0.15625,0.008626668197048309
0.1953125,0.009412210182972395
0.234375,0.008454264559757486
0.2734375,0.006892913288913023
0.3125,0.0070464849354414435
0.3515625,0.0087432271318235
0.390625,0.009509511788956692
0.4296875,0.008457528285279042
0.46875,0.006899449964643163
0.5078125,0.007141673526174797
0.546875,0.008881147067766267
0.5859375,0.009638048870703866
0.625,0.008554205214120278
0.6640625,0.006938620240678624
0.703125,0.007255210398990267
0.7421875,0.009041617465487001
0.78125,0.009795343551850908
0.8203125,0.008674553371885203
0.859375,0.007007428274242017
0.8984375,0.007386416181616891
0.9375,0.009226135394376025
0.9765625,0.0099827382929475
1.015625,0.008820828187085997
1.0546875,0.007103495179806543
1.09375,0.007534836921450594
1.1328125,0.009436548849938067
1.171875,0.0102034526653032
1.2109375,0.00899674000335077
1.25,0.0072269249787901045
1.2890625,0.0076995327203215865
1.328125,0.009675066769671142
1.3671875,0.010463184883536095
1.40625,0.009209248237791207
1.4453125,0.007380575768925005
1.484375,0.007877527639169078
1.5234375,0.009944190414688418
1.5625,0.010773388446486207
1.6015625,0.00947557544845537
1.640625,0.007574904819700022
1.6796875,0.008058864617814795
1.71875,0.010246302631518486
1.7578125,0.011166784070760116
1.796875,0.009868318648651724
1.8359375,0.007865899699641006
1.875,0.008205330551342122
1.9140625,0.010580869720731589
1.953125,0.011851652554304582
1.9921875,0.011044221626401462
2.03125,0.008976839229994416
2.0703125,0.008769113669438664
2.109375,0.011165243754251878
2.1484375,0.012340422666177542
2.1875,0.011392838619592711
2.2265625,0.009688572094498485
2.265625,0.009863480634259087
2.3046875,0.01152072228364651
2.34375,0.011979846773500825
2.3828125,0.010609282110835604
2.421875,0.008954888856956137
2.4609375,0.009723232766910027
2.5,0.011976035821691898
2.5390625,0.012597516863007762
2.578125,0.010986538124972776
2.6171875,0.009057979054694926
2.65625,0.009986160971833356
2.6953125,0.012512047008022959
2.734375,0.013230665147032097
2.7734375,0.011465639610751586
2.8125,0.009298756036610846
2.8515625,0.010272212472747937
2.890625,0.013070011993542602
2.9296875,0.013864778470048295
2.96875,0.012053809089600754
3.0078125,0.00949886793255646
3.046875,0.010353944329641204
3.0859375,0.014545127321743654
3.125,0.016697035554979155
3.1640625,0.014817014603250054
3.203125,0.011969853307822364
3.2421875,0.018320546498131342
3.28125,0.028745762216127575
3.3203125,0.0372616618394801
3.359375,0.0415280999979341
3.3984375,0.04067681716219336
3.4375,0.03551178473235745
3.4765625,0.028138482759768497
3.515625,0.02126781544293285
3.5546875,0.01719677539594719
3.59375,0.016956416937754317
3.6328125,0.020609926546231786
3.671875,0.023588430578306865
3.7109375,0.02339109746298794
3.75,0.021108356025905467
3.7890625,0.019809131669118858
3.828125,0.020711251963818414
3.8671875,0.022389943602653787
3.90625,0.022144902164640864
3.9453125,0.019215985763042738
3.984375,0.01708494541679946
4.0234375,0.019219840543146238
4.0625,0.022772546249666698
4.1015625,0.023447919028733562
4.140625,0.020531400141557122
4.1796875,0.018210100073912612
4.21875,0.021081512282811063
4.2578125,0.025643323394781543
4.296875,0.026630348997199328
4.3359375,0.023245427559143265
4.375,0.020381821232526916
4.4140625,0.023911773724515827
4.453125,0.029569351701346107
4.4921875,0.030957633075693373
4.53125,0.027068296169456517
4.5703125,0.02368904883954182
4.609375,0.02816296478856236
4.6484375,0.035306517726183734
4.6875,0.03729107007552208
4.7265625,0.03277339208475296
4.765625,0.028821979972397816
4.8046875,0.03480488773538421
4.84375,0.04432575907073737
4.8828125,0.047404485328038
4.921875,0.042107608971221226
4.9609375,0.03748332986948632
5.0,0.046274373324792464
5.0390625,0.06027421417853647
5.078125,0.0658658558976827
5.1171875,0.05983621430257659
5.15625,0.05475508873519143
5.1953125,0.07032904279532866
5.234375,0.09567099992329217
5.2734375,0.10978432696394731
5.3125,0.10576954965095656
5.3515625,0.1045295373854728
5.390625,0.14924619002850106
5.4296875,0.2325779011961379
5.46875,0.31977953739804515
5.5078125,0.38418989452981905
5.546875,0.40861121435414843
5.5859375,0.38677181609126576
5.625,0.3243003078927015
5.6640625,0.23773221562006025
5.703125,0.152850004889676
5.7421875,0.10391107221091404
5.78125,0.10289940477162043
5.8203125,0.10799787947853742
5.859375,0.09553142034192362
5.8984375,0.07078402643944011
5.9375,0.05396740128406602
5.9765625,0.05856948173192722
6.015625,0.06640605052679169
6.0546875,0.06357821385525844
6.09375,0.05145263949342482
6.1328125,0.04149240402026834
6.171875,0.042935810093719703
6.2109375,0.04518177353476934
6.25,0.04081815174850701
6.2890625,0.030765725803939332
6.328125,0.023917112690669234
6.3671875,0.02737342592370414
6.40625,0.031854629436772905
6.4453125,0.030243998511060473
6.484375,0.02351520937276047
6.5234375,0.019045544311991063
6.5625,0.02216751271659567
6.6015625,0.025785224192992246
6.640625,0.024487277695591635
6.6796875,0.019172810814329127
6.71875,0.01598903216587199
6.7578125,0.018764736062793094
6.796875,0.021679893524133766
6.8359375,0.02050310928472222
6.875,0.01623754023174174
6.9140625,0.014169598148921
6.953125,0.01665082638892721
6.9921875,0.018948825803342707
7.03125,0.017912544749174714
7.0703125,0.015018779832023951
7.109375,0.0144408091197246
7.1484375,0.016881262354448916
7.1875,0.019440606856021926
7.2265625,0.0210715699024343
7.265625,0.02337350627171616
7.3046875,0.02729304617815189
7.34375,0.030409603786443407
7.3828125,0.03043371065902532
7.421875,0.026629636793165858
7.4609375,0.020222160071327218
7.5,0.015175288806590867
7.5390625,0.015651611086233908
7.578125,0.0177933328129723
7.6171875,0.01729690959841575
7.65625,0.014208210824466235
7.6953125,0.012112354518745561
7.734375,0.013859378550966455
7.7734375,0.016123087989189263
7.8125,0.015834379650445613
7.8515625,0.013397552436522325
7.890625,0.012121501672691767
7.9296875,0.014072631711158131
7.96875,0.01635678448307592
8.0078125,0.01659836905880905
8.046875,0.01574334299935928
8.0859375,0.01673580734482151
8.125,0.02003912265296989
8.1640625,0.022853996155668688
8.203125,0.022755807823888984
8.2421875,0.019334450235193312
8.28125,0.01457023638938847
8.3203125,0.01072242560510626
8.359375,0.01021168741638129
8.3984375,0.010484548574327204
8.4375,0.009011983508697863
8.4765625,0.006825692478164831
8.515625,0.00704085786264744
8.5546875,0.008863074769594468
8.59375,0.009348507331655974
8.6328125,0.007959807314261616
8.671875,0.006416050320239569
8.7109375,0.007400492239720743
8.75,0.009292112163818322
8.7890625,0.009655021013577963
8.828125,0.008369216125560726
8.8671875,0.007306449163282812
8.90625,0.008741053733782906
8.9453125,0.010785991931250787
8.984375,0.011296949448045294
9.0234375,0.010441506261970747
9.0625,0.010697870775020825
9.1015625,0.01381048414036673
9.140625,0.017148834416397116
9.1796875,0.01884210474483191
9.21875,0.01833540722516948
9.2578125,0.016235650735781433
9.296875,0.013841926178140224
9.3359375,0.0119464212105332
9.375,0.010248395206629957
9.4140625,0.008397937118909208
9.453125,0.0066920555056790895
9.4921875,0.006356925145262217
9.53125,0.007254223332241077
9.5703125,0.007878396255536001
9.609375,0.007449829225901169
9.6484375,0.00685570446923933
9.6875,0.007628796593718736
9.7265625,0.009442573285674924
9.765625,0.010866743082859969
9.8046875,0.011422060700997543
9.84375,0.011956695021102602
9.8828125,0.01369421229037486
9.921875,0.017030771642508023
9.9609375,0.021325776842407575
10.0,0.025779895038760485
10.0390625,0.029796890295144048
10.078125,0.03262359579651063
10.1171875,0.03335323364717181
10.15625,0.03157962635480613
10.1953125,0.027800987025749086
10.234375,0.023409191004033002
10.2734375,0.020029510018549402
10.3125,0.01820215381506368
10.3515625,0.017107015338645455
10.390625,0.01565447008099857
10.4296875,0.01383765858512545
10.46875,0.01242212578949497
10.5078125,0.011612797526687122
10.546875,0.010988044908028108
10.5859375,0.009913322538444477
10.625,0.008528002045250246
10.6640625,0.007762418227033756
10.703125,0.00796383824863892
10.7421875,0.008291066769188638
10.78125,0.007828696664830267
10.8203125,0.0071386313987687215
10.859375,0.007816050402374156
10.8984375,0.009789470511610967
10.9375,0.011630448679383228
10.9765625,0.012701284931951879
11.015625,0.013618874297158847
11.0546875,0.015313834173015045
11.09375,0.01735297236054977
11.1328125,0.018644193707054016
11.171875,0.01845436350431881
11.2109375,0.016949396355383332
11.25,0.01510105164308822
11.2890625,0.013682641939221779
11.328125,0.012812839341628982
11.3671875,0.011968105012774805
11.40625,0.010652875000667673
11.4453125,0.00927873968243714
11.484375,0.0077910040765340844
11.5234375,0.006286277321027664
11.5625,0.005368588692921579
11.6015625,0.004923350569890576
